"","name","contact","url","state","icuLowCare","icuHighCare","ecmo","timestamp","apiCall","geoinformation","latitude","longitude","Intensive_Care","Critical_Patients","Normal_Patients","Normal_Care","device","mask","available_bed","transfer_pat"
"438","Universitätsklinikum Marien Hospital Herne Innere Medizin/Anästhesiologie Hölkeskampring 40 44625 herne","interdisziplinäre Intensivstation","https://www.marienhospital-herne.de","NRW","GREEN","green","GREEN","Fri Mar 20 22:30:00 CET 2020","Universitätsklinikum+Marien+Hospital+Herne+Innere+Medizin/Anästhesiologie+Hölkeskampring+40+44625+herne","{'results': [{'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Hölkeskampring', 'short_name': 'Hölkeskampring', 'types': ['route']}, {'long_name': 'Herne', 'short_name': 'HER', 'types': ['locality', 'political']}, {'long_name': 'Arnsberg', 'short_name': 'Arnsberg', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '44625', 'short_name': '44625', 'types': ['postal_code']}], 'formatted_address': 'Hölkeskampring 40, 44625 Herne, Germany', 'geometry': {'location': {'lat': 51.529101, 'lng': 7.2262932}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.53044998029149, 'lng': 7.227642180291501}, 'southwest': {'lat': 51.52775201970849, 'lng': 7.224944219708497}}}, 'place_id': 'ChIJSx1tInjhuEcRy-LkeMUFXXk', 'plus_code': {'compound_code': 'G6HG+JG Herne, Germany', 'global_code': '9F39G6HG+JG'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.529101,7.2262932,54,6,165,14,100,100,187,151
"439","Universitätsklinikum Münster Intensivmedizin Albert-Schweitzer-Campus 1 48149 Münster","","https://www.ukm.de/index.php?id=9203","NRW","GREEN","green","GREEN","Thu Mar 19 15:47:00 CET 2020","Universitätsklinikum+Münster+Intensivmedizin+Albert-Schweitzer-Campus+1+48149+Münster","{'results': [{'address_components': [{'long_name': 'Münster', 'short_name': 'Münster', 'types': ['locality', 'political']}, {'long_name': 'Münster', 'short_name': 'MS', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nordrhein-Westfalen', 'short_name': 'NRW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '48149', 'short_name': '48149', 'types': ['postal_code']}], 'formatted_address': 'Albert-Schweitzer-Straße 33 Albert-Schweitzer-Campus 1, Gebäude:, 48149 Münster, Germany', 'geometry': {'location': {'lat': 51.961436, 'lng': 7.597245999999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 51.9627849802915, 'lng': 7.598594980291501}, 'southwest': {'lat': 51.9600870197085, 'lng': 7.595897019708497}}}, 'place_id': 'ChIJFWKrPaS6uUcRt19XAiHtWfo', 'plus_code': {'compound_code': 'XH6W+HV Münster, Germany', 'global_code': '9F39XH6W+HV'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.961436,7.597246,70,37,110,93,100,100,142,17
"440","Universitätsklinikum Regensburg Franz-Josef-Strauss Allee 11 93053 Regensburg","gesamtes Klinikum","https://www.ukr.de/","BY","GREEN","green","GREEN","Fri Mar 20 20:26:00 CET 2020","Universitätsklinikum+Regensburg+Franz-Josef-Strauss+Allee+11+93053+Regensburg","{'results': [{'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Franz-Josef-Strauß-Allee', 'short_name': 'Franz-Josef-Strauß-Allee', 'types': ['route']}, {'long_name': 'Regensburg', 'short_name': 'Regensburg', 'types': ['locality', 'political']}, {'long_name': 'Regensburg', 'short_name': 'R', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Oberpfalz', 'short_name': 'Oberpfalz', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '93053', 'short_name': '93053', 'types': ['postal_code']}], 'formatted_address': 'Franz-Josef-Strauß-Allee 11, 93053 Regensburg, Germany', 'geometry': {'location': {'lat': 48.98812479999999, 'lng': 12.0884399}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.98947378029149, 'lng': 12.0897888802915}, 'southwest': {'lat': 48.9867758197085, 'lng': 12.0870909197085}}}, 'place_id': 'ChIJr3rRbjnBn0cRsopujOC4NE0', 'plus_code': {'compound_code': 'X3QQ+69 Regensburg, Germany', 'global_code': '8FWJX3QQ+69'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}, {'address_components': [{'long_name': '11', 'short_name': '11', 'types': ['street_number']}, {'long_name': 'Franz-Josef-Strauß-Allee', 'short_name': 'Franz-Josef-Strauß-Allee', 'types': ['route']}, {'long_name': 'Kumpfmühl-Ziegetsdorf-Neuprüll', 'short_name': 'Kumpfmühl-Ziegetsdorf-Neuprüll', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Regensburg', 'short_name': 'Regensburg', 'types': ['locality', 'political']}, {'long_name': 'Regensburg', 'short_name': 'R', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Oberpfalz', 'short_name': 'Oberpfalz', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '93053', 'short_name': '93053', 'types': ['postal_code']}], 'formatted_address': 'Franz-Josef-Strauß-Allee 11, 93053 Regensburg, Germany', 'geometry': {'location': {'lat': 48.9872837, 'lng': 12.091152}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.9886326802915, 'lng': 12.0925009802915}, 'southwest': {'lat': 48.9859347197085, 'lng': 12.0898030197085}}}, 'place_id': 'ChIJqXqmAznBn0cRYvY38ajrlJU', 'plus_code': {'compound_code': 'X3PR+WF Regensburg, Germany', 'global_code': '8FWJX3PR+WF'}, 'types': ['establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",48.9881248,12.0884399,129,42,126,1,100,100,135,125
"441","Universitätsklinikum Schleswig-Holstein Klinik für Anästhesiologie und Intensivmedizin Ratzeburger Allee 160 23538 Lübeck","Sektion Interdisziplinäre operative Intensivmedizin","https://www.uksh.de/anaesthesie-luebeck/","SH","GREEN","green","GREEN","Mon Mar 16 00:36:00 CET 2020","Universitätsklinikum+Schleswig-Holstein+Klinik+für+Anästhesiologie+und+Intensivmedizin+Ratzeburger+Allee+160+23538+Lübeck","{'results': [{'address_components': [{'long_name': '160', 'short_name': '160', 'types': ['street_number']}, {'long_name': 'Ratzeburger Allee', 'short_name': 'Ratzeburger Allee', 'types': ['route']}, {'long_name': 'St. Jürgen', 'short_name': 'St. Jürgen', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Lübeck', 'short_name': 'Lübeck', 'types': ['locality', 'political']}, {'long_name': 'Schleswig-Holstein', 'short_name': 'SH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '23562', 'short_name': '23562', 'types': ['postal_code']}], 'formatted_address': 'Ratzeburger Allee 160, 23562 Lübeck, Germany', 'geometry': {'location': {'lat': 53.83724669999999, 'lng': 10.7096262}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.8385956802915, 'lng': 10.7109751802915}, 'southwest': {'lat': 53.8358977197085, 'lng': 10.7082772197085}}}, 'place_id': 'ChIJeTsB9w4JskcREbaluaMaNMQ', 'plus_code': {'compound_code': 'RPP5+VV Lübeck, Germany', 'global_code': '9F5GRPP5+VV'}, 'types': ['establishment', 'health', 'point_of_interest']}, {'address_components': [{'long_name': 'Lübeck', 'short_name': 'Lübeck', 'types': ['locality', 'political']}, {'long_name': 'St. Jürgen', 'short_name': 'St. Jürgen', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Schleswig-Holstein', 'short_name': 'SH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '23538', 'short_name': '23538', 'types': ['postal_code']}], 'formatted_address': 'Universitätsklinikum Schleswig-Holstein, Ratzeburger Allee 160, Haus 13, 23538 Lübeck, Germany', 'geometry': {'location': {'lat': 53.835854, 'lng': 10.704989}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 53.83720298029149, 'lng': 10.7063379802915}, 'southwest': {'lat': 53.83450501970849, 'lng': 10.7036400197085}}}, 'place_id': 'ChIJpwD4nAgJskcRwBzr4pbQU7w', 'plus_code': {'compound_code': 'RPP3+8X Lübeck, Germany', 'global_code': '9F5GRPP3+8X'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",53.8372467,10.7096262,97,62,161,60,100,100,97,101
"442","Universitätsklinikum Schleswig-Holstein Campus Lübeck Sektion Interdisziplinäre Konservative Intensivmedizin Ratzeburger Allee 160 23538 Lübeck","Sektion Interdisziplinäre Konservative Intensivmedizin","","SH","GREEN","green","GREEN","Thu Mar 19 15:44:00 CET 2020","Universitätsklinikum+Schleswig-Holstein+Campus+Lübeck+Sektion+Interdisziplinäre+Konservative+Intensivmedizin+Ratzeburger+Allee+160+23538+Lübeck","{'results': [{'address_components': [{'long_name': '160', 'short_name': '160', 'types': ['street_number']}, {'long_name': 'Ratzeburger Allee', 'short_name': 'Ratzeburger Allee', 'types': ['route']}, {'long_name': 'St. Jürgen', 'short_name': 'St. Jürgen', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Lübeck', 'short_name': 'Lübeck', 'types': ['locality', 'political']}, {'long_name': 'Schleswig-Holstein', 'short_name': 'SH', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '23562', 'short_name': '23562', 'types': ['postal_code']}], 'formatted_address': 'Ratzeburger Allee 160, 23562 Lübeck, Germany', 'geometry': {'location': {'lat': 53.8342831, 'lng': 10.7053083}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 53.8356320802915, 'lng': 10.7066572802915}, 'southwest': {'lat': 53.8329341197085, 'lng': 10.7039593197085}}}, 'place_id': 'ChIJeTsB9w4JskcRxP1lcqYMmAo', 'plus_code': {'compound_code': 'RPM4+P4 Lübeck, Germany', 'global_code': '9F5GRPM4+P4'}, 'types': ['establishment', 'point_of_interest', 'university']}], 'status': 'OK'}",53.8342831,10.7053083,83,58,180,96,100,100,123,84
"443","Universitätsklinikum Tübingen Klinik für Anästhesiologie und Intensivmedizin Hoppe-Seyler-Str. 3 72076 Tübingen","","https://www.medizin.uni-tuebingen.de/de/das-klinikum/einrichtungen/kliniken/anaesthesie","BW","GREEN","green","GREEN","Wed Mar 20 09:26:00 CET 2013","Universitätsklinikum+Tübingen+Klinik+für+Anästhesiologie+und+Intensivmedizin+Hoppe-Seyler-Str.+3+72076+Tübingen","{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Hoppe-Seyler-Straße', 'short_name': 'Hoppe-Seyler-Straße', 'types': ['route']}, {'long_name': 'Tübingen', 'short_name': 'Tübingen', 'types': ['locality', 'political']}, {'long_name': 'Tübingen', 'short_name': 'Tübingen', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Tübingen', 'short_name': 'TÜ', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '72076', 'short_name': '72076', 'types': ['postal_code']}], 'formatted_address': 'Hoppe-Seyler-Straße 3, 72076 Tübingen, Germany', 'geometry': {'location': {'lat': 48.5296364, 'lng': 9.0381235}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.5309853802915, 'lng': 9.039472480291503}, 'southwest': {'lat': 48.5282874197085, 'lng': 9.036774519708498}}}, 'place_id': 'ChIJF5ya-83kmUcRRn0eLnc_Ddo', 'plus_code': {'compound_code': 'G2HQ+V6 Tübingen, Germany', 'global_code': '8FWFG2HQ+V6'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",48.5296364,9.0381235,142,63,108,67,100,100,39,41
"444","Universitätsklinikum Ulm Klinik für Anästhesiologie Albert-Einstein-Allee 23 89081 Ulm","F1","","BW","YELLOW","green","GREEN","Wed Mar 18 00:56:00 CET 2020","Universitätsklinikum+Ulm+Klinik+für+Anästhesiologie+Albert-Einstein-Allee+23+89081+Ulm","{'results': [{'address_components': [{'long_name': 'Albert-Einstein-Allee', 'short_name': 'Albert-Einstein-Allee', 'types': ['route']}, {'long_name': 'Ulm', 'short_name': 'Ulm', 'types': ['locality', 'political']}, {'long_name': 'Tübingen', 'short_name': 'TÜ', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '89081', 'short_name': '89081', 'types': ['postal_code']}], 'formatted_address': 'Albert-Einstein-Allee, 89081 Ulm, Germany', 'geometry': {'location': {'lat': 48.4228321, 'lng': 9.9510759}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 48.4241810802915, 'lng': 9.9524248802915}, 'southwest': {'lat': 48.4214831197085, 'lng': 9.949726919708496}}}, 'place_id': 'ChIJp5wcSLtlmUcRI9ld-wzpCTs', 'plus_code': {'compound_code': 'CXF2+4C Ulm, Germany', 'global_code': '8FWFCXF2+4C'}, 'types': ['establishment', 'point_of_interest', 'university']}, {'address_components': [{'long_name': '23', 'short_name': '23', 'types': ['street_number']}, {'long_name': 'Albert-Einstein-Allee', 'short_name': 'Albert-Einstein-Allee', 'types': ['route']}, {'long_name': 'Ulm', 'short_name': 'Ulm', 'types': ['locality', 'political']}, {'long_name': 'Tübingen', 'short_name': 'TÜ', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '89081', 'short_name': '89081', 'types': ['postal_code']}], 'formatted_address': 'Albert-Einstein-Allee 23, 89081 Ulm, Germany', 'geometry': {'location': {'lat': 48.422216, 'lng': 9.951552999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 48.4235649802915, 'lng': 9.9529019802915}, 'southwest': {'lat': 48.4208670197085, 'lng': 9.950204019708496}}}, 'place_id': 'ChIJnYZQYtBlmUcRWkv9a_ycFx8', 'plus_code': {'compound_code': 'CXC2+VJ Ulm, Germany', 'global_code': '8FWFCXC2+VJ'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",48.4228321,9.9510759,67,48,189,96,100,100,62,93
"445","Universitätsklinikum Würzburg Anästhesiologie/ Medizinische Klinik I+II/ Chirurgie I Oberdürrbacherstr. 6 97080 Würzburg","COVID-ICU Stationen","https://www.ukw.de/anaesthesie/schwerpunkte/ardsecmo-zentrum-fuer-akutes-lungenversagen/","BY","GREEN","green","GREEN","Sat Mar 21 15:16:00 CET 2020","Universitätsklinikum+Würzburg+Anästhesiologie/+Medizinische+Klinik+I+II/+Chirurgie+I+Oberdürrbacherstr.+6+97080+Würzburg","{'results': [{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Oberdürrbacher Straße', 'short_name': 'Oberdürrbacher Str.', 'types': ['route']}, {'long_name': 'Grombühl', 'short_name': 'Grombühl', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Würzburg', 'short_name': 'WÜ', 'types': ['locality', 'political']}, {'long_name': 'Unterfranken', 'short_name': 'Unterfranken', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Bayern', 'short_name': 'BY', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '97080', 'short_name': '97080', 'types': ['postal_code']}], 'formatted_address': 'Oberdürrbacher Str. 6, 97080 Würzburg, Germany', 'geometry': {'location': {'lat': 49.8063189, 'lng': 9.957662299999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.8076678802915, 'lng': 9.9590112802915}, 'southwest': {'lat': 49.8049699197085, 'lng': 9.956313319708496}}}, 'partial_match': True, 'place_id': 'ChIJTfkZgCiOokcRkmmMMRhjHE4', 'plus_code': {'compound_code': 'RX45+G3 Würzburg, Germany', 'global_code': '8FXFRX45+G3'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",49.8063189,9.9576623,64,30,133,11,100,100,146,122
"446","Universitätsmedizin Göttingen Klinik für Anästhesiologie Robert-Koch-Str. 40 37075 Göttingen","","http://www.ains.med.uni-goettingen.de","NI","GREEN","green","GREEN","Fri Mar 20 22:49:00 CET 2020","Universitätsmedizin+Göttingen+Klinik+für+Anästhesiologie+Robert-Koch-Str.+40+37075+Göttingen","{'results': [{'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Robert-Koch-Straße', 'short_name': 'Robert-Koch-Straße', 'types': ['route']}, {'long_name': 'Weende', 'short_name': 'Weende', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Göttingen', 'short_name': 'Göttingen', 'types': ['locality', 'political']}, {'long_name': 'Göttingen', 'short_name': 'GÖ', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Niedersachsen', 'short_name': 'NDS', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '37075', 'short_name': '37075', 'types': ['postal_code']}], 'formatted_address': 'Robert-Koch-Straße 40, 37075 Göttingen, Germany', 'geometry': {'location': {'lat': 51.5502422, 'lng': 9.942601999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 51.5515911802915, 'lng': 9.943950980291502}, 'southwest': {'lat': 51.5488932197085, 'lng': 9.941253019708498}}}, 'place_id': 'ChIJSxR-e8LUpEcRREDkswKskl4', 'plus_code': {'compound_code': 'HW2V+32 Göttingen, Germany', 'global_code': '9F3FHW2V+32'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",51.5502422,9.942602,132,62,159,3,100,100,121,156
"447","Universitätsmedizin Greifswald 17475 Greifswald","Internistische ITS","","MV","GREEN","green","GREEN","Wed Mar 20 09:26:00 CET 2013","Universitätsmedizin+Greifswald+17475+Greifswald","{'results': [{'address_components': [{'long_name': '8A', 'short_name': '8A', 'types': ['street_number']}, {'long_name': 'Fleischmannstraße', 'short_name': 'Fleischmannstraße', 'types': ['route']}, {'long_name': 'Greifswald', 'short_name': 'Greifswald', 'types': ['locality', 'political']}, {'long_name': 'Mecklenburg-Vorpommern', 'short_name': 'MV', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '17489', 'short_name': '17489', 'types': ['postal_code']}], 'formatted_address': 'Fleischmannstraße 8A, 17489 Greifswald, Germany', 'geometry': {'location': {'lat': 54.0870905, 'lng': 13.4033763}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.0884394802915, 'lng': 13.4047252802915}, 'southwest': {'lat': 54.0857415197085, 'lng': 13.4020273197085}}}, 'place_id': 'ChIJe52Andt0q0cRNkUMg9si_94', 'plus_code': {'compound_code': '3CP3+R9 Greifswald, Germany', 'global_code': '9F6M3CP3+R9'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",54.0870905,13.4033763,119,88,146,2,100,100,76,144
"448","Universitätsmedizin Mainz Klinik für Anästhesiologie Langenbeckstraße 1 55131 Mainz","Anästhesiologische Intensivstation","","RP","GREEN","green","GREEN","Wed Mar 20 09:26:00 CET 2013","Universitätsmedizin+Mainz+Klinik+für+Anästhesiologie+Langenbeckstraße+1+55131+Mainz","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Langenbeckstraße', 'short_name': 'Langenbeckstraße', 'types': ['route']}, {'long_name': 'Mainz', 'short_name': 'MZ', 'types': ['locality', 'political']}, {'long_name': 'Rheinland-Pfalz', 'short_name': 'RP', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '55131', 'short_name': '55131', 'types': ['postal_code']}], 'formatted_address': 'Langenbeckstraße 1, 55131 Mainz, Germany', 'geometry': {'location': {'lat': 49.9925214, 'lng': 8.2599667}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.9938703802915, 'lng': 8.261315680291503}, 'southwest': {'lat': 49.9911724197085, 'lng': 8.258617719708498}}}, 'place_id': 'ChIJcQ4fbOCWvUcR_qSodRoioIo', 'plus_code': {'compound_code': 'X7V5+2X Mainz, Germany', 'global_code': '8FXCX7V5+2X'}, 'types': ['establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",49.9925214,8.2599667,95,2,163,49,100,100,139,114
"449","Universitätsmedizin Mannheim I. Medizinische Klinik, Klinik für Anästhesiologie und op. Intensivmedizin, ARDS/ECMO-Zentrum Theodor Kutzer Ufer 1-3 68167 Mannheim","Gesamtkoordination","https://www.umm.de/klinik-fuer-anaesthesiologie-und-operative-intensivmedizin/leistungsspektrum/intensivmedizin/","BW","YELLOW","orange","GREEN","Sat Mar 21 11:40:00 CET 2020","Universitätsmedizin+Mannheim+I.+Medizinische+Klinik,+Klinik+für+Anästhesiologie+und+op.+Intensivmedizin,+ARDS/ECMO-Zentrum+Theodor+Kutzer+Ufer+1-3+68167+Mannheim","{'results': [{'address_components': [{'long_name': '1-3', 'short_name': '1-3', 'types': ['street_number']}, {'long_name': 'Theodor-Kutzer-Ufer', 'short_name': 'Theodor-Kutzer-Ufer', 'types': ['route']}, {'long_name': 'Neckarstadt-Ost', 'short_name': 'Neckarstadt-Ost', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Mannheim', 'short_name': 'MA', 'types': ['locality', 'political']}, {'long_name': 'Karlsruhe', 'short_name': 'KA', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baden-Württemberg', 'short_name': 'BW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '68167', 'short_name': '68167', 'types': ['postal_code']}], 'formatted_address': 'Theodor-Kutzer-Ufer 1-3, 68167 Mannheim, Germany', 'geometry': {'location': {'lat': 49.4924227, 'lng': 8.4874131}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 49.4937716802915, 'lng': 8.488762080291501}, 'southwest': {'lat': 49.4910737197085, 'lng': 8.486064119708496}}}, 'place_id': 'ChIJXcqghJrOl0cRvhFbQyvyxzg', 'plus_code': {'compound_code': 'FFRP+XX Mannheim, Germany', 'global_code': '8FXCFFRP+XX'}, 'types': ['doctor', 'establishment', 'health', 'hospital', 'point_of_interest']}], 'status': 'OK'}",49.4924227,8.4874131,106,86,199,67,100,100,22,132
"450","Universitätsmedizin Rostock Klinik und Poliklinik für Anaesthesiologie und Intensivtherapie Schillingallee 35 18057 Rostock","PIT 1+2","https://anaesthesie.med.uni-rostock.de/bei-uns-sind-sie-gut-aufgehoben/intensivtherapiestation-its","MV","GREEN","green","GREEN","Fri Mar 20 13:32:00 CET 2020","Universitätsmedizin+Rostock+Klinik+und+Poliklinik+für+Anaesthesiologie+und+Intensivtherapie+Schillingallee+35+18057+Rostock","{'results': [{'address_components': [{'long_name': '35', 'short_name': '35', 'types': ['street_number']}, {'long_name': 'Schillingallee', 'short_name': 'Schillingallee', 'types': ['route']}, {'long_name': 'Ortsamt 5', 'short_name': 'Ortsamt 5', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Rostock', 'short_name': 'Rostock', 'types': ['locality', 'political']}, {'long_name': 'Rostock', 'short_name': 'Rostock', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Mecklenburg-Vorpommern', 'short_name': 'MV', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Germany', 'short_name': 'DE', 'types': ['country', 'political']}, {'long_name': '18057', 'short_name': '18057', 'types': ['postal_code']}], 'formatted_address': 'Schillingallee 35, 18057 Rostock, Germany', 'geometry': {'location': {'lat': 54.0854779, 'lng': 12.1018782}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 54.0868268802915, 'lng': 12.1032271802915}, 'southwest': {'lat': 54.0841289197085, 'lng': 12.1005292197085}}}, 'place_id': 'ChIJDe3hBMtQrEcRr6UOtxpR3B0', 'plus_code': {'compound_code': '34P2+5Q Rostock, Germany', 'global_code': '9F6J34P2+5Q'}, 'types': ['establishment', 'health', 'point_of_interest']}], 'status': 'OK'}",54.0854779,12.1018782,86,59,142,80,100,100,72,62
